Date,GOOGL,IBM,AMZN,FB,AAPL
2016-06-30,703.53,143.55916958643,715.62,114.28,93.428693404443
2016-06-29,695.19,140.41899009621,715.6,114.16,92.255948298948
2016-06-28,691.26,137.80847943565,707.95,112.7,91.464345352739
2016-06-27,681.14,135.72763760478,691.36,108.97,89.949549591474
2016-06-24,685.2,138.65027453996,698.96,112.08,91.278660711035
2016-06-23,714.87,146.93580837563,722.08,115.08,93.917337198399
2016-06-22,710.47,144.63742398971,710.6,113.91,93.379829025047
2016-06-21,708.88,145.70622002102,715.82,114.38,93.731652556696
2016-06-20,706.13,145.29005165484,714.01,113.37,92.940049610487
2016-06-17,704.25,143.75779539756,706.39,113.02,93.164825755707
2016-06-16,724.25,142.87816680542,717.51,114.39,95.334404200873
2016-06-15,732.19,142.518748671,714.26,114.6,94.933716289828
2016-06-14,733.25,142.87816680542,719.3,114.94,95.24644831796
2016-06-13,731.88,143.08625098851,715.24,113.95,95.129173807411
2016-06-10,733.19,144.11721353199,717.91,116.62,96.585332313401
2016-06-09,742.52,145.11034258763,727.65,118.56,97.386708135489
2016-06-08,742.93,145.65892816123,726.64,118.39,96.692833948071
2016-06-07,731.09,145.02521724001,723.74,117.76,96.780789830983
2016-06-06,730.06,144.45771492249,726.73,118.79,96.389874795818
2016-06-03,735.86,144.60904887383,725.54,118.47,95.6960006084
2016-06-02,744.27,145.1860095633,728.24,118.93,95.500543090818
2016-06-01,748.46,144.24963073941,719.44,118.78,96.223735905873
2016-05-31,748.85,145.4130104903,722.79,118.81,97.591938528951
2016-05-27,747.6,144.56175701404,712.24,119.38,98.070809447028
2016-05-26,736.93,144.1834221357,714.91,119.47,98.129446702303
2016-05-25,738.1,143.47404423881,708.35,117.89,97.357389507852
2016-05-24,733.03,140.27711451683,704.2,117.7,95.676454856642
2016-05-23,717.25,138.82052523522,696.75,115.97,94.23984210241
2016-05-20,721.71,139.27452708922,702.8,117.35,93.057324121036
2016-05-19,715.31,137.08018479485,698.52,116.81,92.060490781365
2016-05-18,721.78,139.35965243685,697.45,117.65,92.412314313014
2016-05-17,720.19,139.98390498611,695.27,117.35,91.366616593947
2016-05-16,730.3,141.36482729206,710.66,118.67,91.747758753233
2016-05-13,724.83,139.71907057127,709.92,119.81,88.464072457847
2016-05-12,728.07,140.77840823063,717.93,120.28,88.288160692023
2016-05-11,730.55,140.88245032217,713.23,119.52,90.408874757793
2016-05-10,739.38,141.84720426194,703.07,120.5,91.298206462794
2016-05-09,729.13,139.35965243685,679.75,119.24,90.682515282409
2016-05-06,725.18,139.31236057706,673.95,119.49,90.614105151255
2016-05-05,714.71,137.23237241053,659.09,117.81,91.122294696969
2016-05-04,711.37,135.152384244,670.9,118.06,91.491407499281
2016-05-03,708.44,135.03995245122,671.32,117.43,92.453043484251
2016-05-02,714.41,136.10805448268,683.85,118.57,90.957165285409
2016-04-29,707.88,136.73579865906,659.59,117.58,91.054300233386
2016-04-28,705.06,137.79453137446,602.0,116.73,92.113071166332
2016-04-27,721.46,140.98009883671,606.57,108.89,95.017406110836
2016-04-26,725.37,139.67776390361,616.88,108.76,101.36031821372
2016-04-25,742.21,139.42479236984,626.2,110.1,102.06940333395
2016-04-22,737.77,139.13434357181,620.5,110.56,102.65221302181
2016-04-21,780.0,139.88388885705,631.0,113.44,102.93390437094
2016-04-20,774.92,136.89507703217,632.99,112.42,104.06066976747
2016-04-19,776.25,134.91815134237,627.9,112.29,103.84697288192
2016-04-18,787.68,142.91017794619,635.35,110.45,104.40064208539
2016-04-15,780.0,142.15126334489,625.89,109.64,106.70274035244
2016-04-14,775.39,141.62658164522,620.75,110.84,108.88827668191
2016-04-13,771.91,141.69216685768,614.82,110.51,108.82999571313
2016-04-12,764.32,140.19307628721,603.17,110.61,107.2758365455
2016-04-11,757.54,139.83704227672,595.93,108.99,105.89652028423
2016-04-08,759.47,139.93073543738,594.6,110.63,105.54683447151
2016-04-07,760.12,138.90011067018,591.43,113.64,105.43027253394
2016-04-06,768.07,140.55847961376,602.08,113.71,107.78093827498
2016-04-05,758.57,140.53974098163,586.14,112.22,106.66388637325
2016-04-04,765.12,142.47918940718,593.19,112.55,107.93635419174
2016-04-01,769.67,142.90080863012,598.5,116.06,106.8387292796
2016-03-31,762.9,141.89829181112,593.64,114.1,105.86737979984
2016-03-30,768.34,139.05001972723,598.69,114.7,106.4210490033
2016-03-29,765.89,139.91199680525,593.86,116.14,104.59491198134
2016-03-28,753.28,139.04065041116,579.87,113.69,102.17625177672
2016-03-24,754.84,138.61903118822,582.95,113.05,102.64249952701
2016-03-23,757.56,136.22985559153,569.63,112.54,103.0893202877
2016-03-22,760.05,138.7595709292,560.48,112.25,103.66241648077
2016-03-21,762.16,139.25614468067,553.98,111.85,102.87562340215
2016-03-18,755.41,137.81327000659,552.08,111.45,102.88533689695
2016-03-17,758.48,137.76642342626,559.44,111.02,102.76877495938
2016-03-16,757.36,135.65832731154,574.27,112.18,102.93390437094
2016-03-15,750.57,133.94374247156,577.02,110.67,101.58372859406
2016-03-14,750.24,133.77509478238,573.37,109.89,99.582748665742
2016-03-11,744.87,133.38158350763,569.61,109.41,99.330197801003
2016-03-10,732.17,131.34844192143,558.93,107.32,98.271426868057
2016-03-09,725.41,131.55456687487,559.47,107.51,98.222859394068
2016-03-08,713.53,130.2990785221,560.26,105.93,98.135437940889
2016-03-07,712.8,131.31096465717,562.8,105.73,98.951371503894
2016-03-04,730.22,129.10917538179,575.14,108.39,100.05870991083
2016-03-03,731.59,129.10917538179,577.49,109.58,98.59197219638
2016-03-02,739.48,127.70377797198,580.21,109.95,97.863460086554
2016-03-01,742.17,125.89549997135,579.04,109.82,97.649763201006
2016-02-29,717.22,122.76614840549,552.52,106.92,93.919781198699
2016-02-26,724.86,123.70308001203,555.23,107.92,94.133478084248
2016-02-25,729.12,126.0173010802,555.15,108.07,93.987775662283
2016-02-24,720.9,124.42451734907,554.04,106.88,93.346685005636
2016-02-23,717.29,124.04974470645,552.94,105.46,91.977082239165
2016-02-22,729.05,125.33334100742,559.5,107.16,94.104337599855
2016-02-19,722.11,124.6868581989,534.9,104.57,93.28840403685
2016-02-18,717.51,124.09659128678,525.0,103.47,93.502100922399
2016-02-17,731.97,118.14707558522,534.1,105.2,95.308810954766
2016-02-16,717.64,114.99898538724,521.1,101.61,93.871213724711
2016-02-12,706.89,113.40620165611,507.08,102.01,91.297137603327
2016-02-11,706.36,110.41738983123,503.82,101.91,91.015446254195
2016-02-10,706.85,112.60980979055,490.48,101.0,91.569115457662
2016-02-09,701.02,116.24510442394,482.07,99.54,92.268487083095
2016-02-08,704.16,118.97157539898,488.1,99.75,92.28791407269
2016-02-05,703.76,119.24053203186,502.13,104.07,91.32627808772
2016-02-04,730.03,118.38729029997,536.26,110.49,93.83235974552
2016-02-03,749.38,115.66990087123,531.07,112.69,93.088425262365
2016-02-02,780.91,114.01906360735,552.1,114.61,91.281727231844
2016-02-01,770.77,115.77191890439,574.81,115.09,93.165717156719
2016-01-29,761.35,115.73482143779,587.0,112.21,94.044912454993
2016-01-28,748.3,113.35130920848,635.35,109.11,90.90492924687
2016-01-27,717.58,112.18273901045,583.35,94.45,90.257609631657
2016-01-26,733.79,113.69446077457,601.25,97.34,96.605206455463
2016-01-25,733.62,113.22146807537,596.53,97.01,96.07382468178
2016-01-22,745.46,113.61099147471,596.38,97.94,97.986799067037
2016-01-21,726.67,113.9912405074,575.02,94.16,93.040117828394
2016-01-20,718.56,113.01743200904,571.77,94.35,93.513530681311
2016-01-19,719.08,118.81391116592,574.48,95.26,93.387931352986
2016-01-15,710.49,120.59458956291,570.18,94.97,93.842021232314
2016-01-14,731.39,123.26560715839,593.0,98.37,96.151116576134
2016-01-13,719.57,121.65186736112,581.81,95.44,94.093219888964
2016-01-12,745.34,123.25633279174,617.89,99.37,96.57622199508
2016-01-11,733.07,123.56238689123,617.74,97.51,95.194629383506
2016-01-08,730.91,122.07848822707,607.05,97.33,93.677775956812
2016-01-07,741.0,123.21923532514,607.94,97.92,93.185040130307
2016-01-06,759.33,125.36161402152,632.65,102.97,97.291172017853
2016-01-05,761.53,125.99227095379,633.79,102.73,99.233130863492
2016-01-04,759.44,126.0850146203,636.99,102.22,101.78376337717
2015-12-31,778.01,127.63383385101,675.89,104.66,101.69680999602
2015-12-30,790.3,129.22902491499,689.07,106.22,103.68707627563
2015-12-29,793.96,129.63709704763,693.97,107.26,105.05900740041
2015-12-28,782.24,127.62455948436,675.2,105.93,103.20400193592
2015-12-24,765.84,128.21811895003,662.79,105.02,104.37304183802
2015-12-23,768.51,128.48707558291,663.7,104.63,104.93340807209
2015-12-22,767.13,127.9213392172,663.15,105.51,103.60012289448
2015-12-21,760.8,125.667668121,664.51,104.77,103.69673776242
2015-12-18,756.85,125.11120612194,664.14,104.04,102.44074447918
2015-12-17,769.83,126.82696395238,670.65,106.22,105.29088308347
2015-12-16,776.59,129.18265308173,675.77,106.79,107.57099396691
2015-12-15,760.09,127.79149808408,658.64,104.55,106.7497675894
2015-12-14,762.54,126.066465887,657.91,104.66,108.67240346145
2015-12-11,750.42,124.80515202246,640.15,102.12,109.34870753705
2015-12-10,760.04,126.85478705233,662.32,105.42,112.23749208852
2015-12-09,762.55,126.69712281926,664.79,104.6,111.70611031484
2015-12-08,775.14,128.03263161701,677.33,106.49,114.22775836813
2015-12-07,772.99,129.42378661466,669.83,105.61,114.2760658021
2015-12-04,779.21,130.23993087994,672.64,106.18,115.00067731167
2015-12-03,768.2,128.83950151564,666.25,104.38,111.30032786948
2015-12-02,777.85,129.56290211442,676.01,106.07,112.34376844326
2015-12-01,783.79,131.02825204528,679.06,107.12,113.36788604344
2015-11-30,762.85,129.30321984819,664.8,104.24,114.29538877569
2015-11-27,771.97,128.4128806497,673.26,105.45,113.82197592277
2015-11-25,769.26,127.98625978375,675.34,105.41,114.03452863225
2015-11-24,769.63,128.54272178281,671.15,105.74,114.85575500976
2015-11-23,776.7,128.4128806497,678.99,106.95,113.76400700201
2015-11-20,777.0,128.4499781163,668.45,107.32,115.26153745511
2015-11-19,759.94,126.81768958573,661.27,106.26,114.75914014181
2015-11-18,760.01,125.96444785383,663.54,107.77,113.31957860947
2015-11-17,745.98,124.10957452364,643.3,105.13,109.84144336355
2015-11-16,750.42,124.00755649047,647.81,104.04,110.31002547307
2015-11-13,740.07,122.18978062688,642.35,103.95,108.53714264633
2015-11-12,756.53,123.38617392486,665.6,108.02,111.80272518278
2015-11-11,765.25,125.22249852176,673.25,109.01,112.17952316775
2015-11-10,758.26,125.63984502105,659.68,107.91,112.81718129617
2015-11-09,754.77,125.49145515463,655.49,106.49,116.48854627798
2015-11-06,761.6,128.21811895003,659.37,107.095,116.9619591309
2015-11-05,760.67,128.53050992418,655.65,108.76,116.82669831578
2015-11-04,755.31,130.12921667426,640.95,103.94,117.3654248561
2015-11-03,748.82,130.35891591996,625.31,102.58,117.91377151321
2015-11-02,747.74,128.97153247592,628.35,103.31,116.5765752792
2015-10-30,737.39,128.70508135091,625.9,101.97,114.96039565823
2015-10-29,744.85,129.13691593283,626.55,104.88,115.95126768775
2015-10-28,736.92,129.39417908801,617.1,104.2,114.73913297203
2015-10-27,732.82,126.66535204909,611.01,103.7,110.19843784645
2015-10-26,731.12,131.99437454934,608.61,103.77,110.90070637222
2015-10-23,719.33,132.9315474718,599.03,102.19,114.55635075299
2015-10-22,681.14,132.38945725195,563.91,99.67,111.11234894164
2015-10-21,671.8,129.47687081647,555.77,97.11,109.43844861992
2015-10-20,680.0,129.21960766128,560.88,97.0,109.44806873671
2015-10-19,699.95,137.10288577372,573.15,98.47,107.48556491125
2015-10-16,695.32,138.1778782436,570.76,97.54,106.82177685263
2015-10-15,693.02,137.90223914876,562.44,95.96,107.61062642954
2015-10-14,680.41,137.82873539014,544.83,94.07,106.02330715894
2015-10-13,683.17,137.47040456684,548.9,94.12,107.543285612
2015-10-12,676.43,138.8669759807,550.19,94.26,107.36050339296
2015-10-09,671.24,140.01547220921,539.8,93.24,107.86074946611
2015-10-08,667.0,139.9144045411,533.16,92.47,105.34027886675
2015-10-07,670.0,137.90223914876,541.94,92.4,106.57165381606
2015-10-06,671.64,136.69861510129,537.48,92.8,107.081520006
2015-10-05,671.68,136.93750231682,543.68,94.01,106.57165381606
2015-10-02,656.99,132.83966777352,532.54,92.07,106.1868491444
2015-10-01,642.0,131.93005876055,520.72,90.95,105.41723980108
2015-09-30,637.2,133.19799859681,511.67,89.73,105.77318412236
2015-09-29,622.61,130.90100613981,496.07,86.67,104.91699372792
2015-09-28,624.25,130.94694598895,504.06,89.21,108.16859320344
2015-09-25,640.15,133.61145723908,524.25,92.77,110.35235971511
2015-09-24,654.91,132.68347228645,533.75,94.41,110.63134310206
2015-09-23,653.29,131.99437454934,536.07,93.97,109.97717516024
2015-09-22,653.2,132.7018482261,538.4,92.96,109.09212441542
2015-09-21,666.98,134.58538204085,548.39,95.55,110.83336555468
2015-09-18,660.92,132.77535198473,540.26,94.4,109.14022499938
2015-09-17,671.67,136.1105850323,538.87,94.34,109.59237048858
2015-09-16,665.52,136.35866021765,527.39,93.45,111.98777956966
2015-09-15,665.07,135.55011887279,522.37,92.9,111.86271805137
2015-09-14,652.47,133.82278054512,521.38,92.31,110.9295667226
2015-09-11,655.3,135.40311135554,529.44,92.05,109.87135387553
2015-09-10,651.08,134.32811888566,522.24,91.98,108.29365472173
2015-09-09,643.41,133.27150235544,516.89,90.44,105.96558645819
2015-09-08,643.88,135.27447977795,517.54,89.53,108.04353168515
2015-09-04,628.96,132.03112642866,499.0,88.26,105.11901618054
2015-09-03,637.05,134.86102113569,504.72,88.15,106.1772290276
2015-09-02,644.91,133.27150235544,510.55,89.89,108.07239203553
2015-09-01,629.56,131.0939535062,496.54,87.23,103.62789807786
2015-08-31,647.82,135.8808857866,512.89,89.43,108.47643694077
2015-08-28,659.69,135.96357751505,518.01,91.01,108.98630313072
2015-08-27,667.96,136.47810382542,518.37,89.73,108.63035880943
2015-08-26,659.74,134.78751737706,500.77,87.19,105.52306108578
2015-08-25,612.47,129.51362269578,466.37,83.0,99.799091594851
2015-08-24,618.11,131.81980312261,463.37,82.09,99.202644353779
2015-08-21,644.03,136.76293089009,494.47,86.06,101.74235518673
2015-08-20,679.48,140.26354739456,515.78,90.56,108.37061565606
2015-08-19,694.04,141.43960753255,532.92,95.31,110.64096321885
2015-08-18,688.73,143.34151728695,535.02,95.17,112.07436062078
2015-08-17,694.11,143.61715638179,535.22,93.93,112.70928832902
2015-08-14,689.37,143.10263007142,531.52,94.42,111.55487431404
2015-08-13,686.51,142.47784812312,529.66,93.43,110.77564485393
2015-08-12,691.47,143.47933683437,525.91,94.19,110.86222590506
2015-08-11,690.3,142.88211879555,527.46,93.62,109.17870546655
2015-08-10,663.14,144.02142705422,524.0,94.15,115.17203822764
2015-08-07,664.39,142.52378797226,522.62,94.3,111.13158917522
2015-08-06,670.15,143.62634435162,529.46,95.12,110.75640462035
2015-08-05,673.29,143.88148568152,537.01,96.44,110.51698307988
2015-08-04,661.28,143.60811997091,531.9,94.06,109.78914159686
2015-08-03,664.72,144.61957310015,535.03,94.14,113.42834901197
2015-07-31,657.5,147.60837153609,536.15,94.01,116.16733143492
2015-07-30,664.56,146.66981592968,536.76,95.21,117.19205562812
2015-07-29,661.43,146.78827440428,529.0,96.99,117.78582104848
2015-07-28,659.66,145.84060660751,526.03,95.29,118.15931865161
2015-07-27,658.27,144.94761195287,531.41,94.17,117.57513009287
2015-07-24,654.77,145.56724089691,529.42,96.95,119.23192715291
2015-07-23,674.73,147.3714545869,482.18,95.44,119.86400001974
2015-07-22,695.1,146.11397231812,488.27,97.04,119.92146118945
2015-07-21,695.35,148.59248809427,488.0,98.39,125.2174656646
2015-07-20,692.84,157.84136130305,488.1,97.91,126.48161139827
2015-07-17,699.62,157.19439578796,483.01,94.97,124.13528030169
2015-07-16,601.78,155.81845504458,475.48,90.85,123.07224866201
2015-07-15,583.96,153.56774402727,461.19,89.76,121.45375904845
2015-07-14,584.18,153.6406415501,465.57,89.68,120.29495879258
2015-07-13,571.73,154.34228020731,455.57,90.1,120.34284310068
2015-07-10,556.11,152.12801795142,443.51,87.95,118.06355003542
2015-07-09,544.65,149.30323894184,434.39,85.88,114.98937745582
2015-07-08,541.7,148.67449780745,429.7,85.65,117.3835928605
2015-07-07,550.03,150.35114083249,436.72,87.22,120.37157368553
2015-07-06,545.62,150.10511169294,436.04,87.55,120.66845639571
2015-07-02,547.34,150.43315054567,437.71,87.285,121.08983830694
2015-07-01,543.3,149.88641912446,437.39,86.91,121.24306809284
2015-06-30,540.04,148.21888828977,434.09,85.765,120.11778685264
2015-06-29,541.25,148.50136619073,429.86,85.8,119.26065773776
2015-06-26,553.06,150.77030158875,438.1,88.01,121.38672101712
2015-06-25,557.95,151.33525739067,440.1,87.98,122.10498563852
2015-06-24,558.57,152.14624233213,440.84,88.86,122.68917419726
2015-06-23,563.39,153.64975374045,445.99,87.88,121.65487314244
2015-06-22,559.68,152.83876879899,436.29,84.74,122.21033111633
2015-06-19,557.52,152.16446671283,434.92,82.51,121.24306809284
2015-06-18,556.18,153.31260269737,439.39,82.905,122.46890638003
2015-06-17,546.6,152.32848613919,427.81,81.79,121.91344840615
2015-06-16,544.87,152.02778385753,427.26,81.06,122.20075425471
2015-06-15,543.0,151.49927681703,423.67,80.71,121.54952766463
2015-06-12,547.47,152.16446671283,429.92,81.53,121.7889492051
2015-06-11,550.04,153.79554878611,432.97,81.83,123.14886355496
2015-06-10,552.6,153.92311945105,430.77,82.16,123.4265925419
2015-06-09,542.16,150.97076977653,425.48,80.67,122.02837074557
2015-06-08,543.48,150.66095530451,423.5,80.67,122.39229148708
2015-06-05,549.53,152.53806651733,426.95,82.14,123.20632472467
2015-06-04,551.69,153.43106117197,430.78,82.05,123.8862818996
2015-06-03,555.29,154.8343384864,436.59,82.44,124.61412338262
2015-06-02,553.95,154.58830934686,430.99,80.445,124.46089359672
2015-06-01,549.21,155.07125543559,430.92,80.29,125.0115631398
2015-05-29,545.32,154.58830934686,429.23,79.19,124.76735316852
2015-05-28,554.18,156.46542055968,426.57,80.145,126.20388241133
2015-05-27,554.25,156.72967407993,431.42,80.55,126.45766924422
2015-05-26,547.19,155.02569448383,425.47,79.335,124.13528030169
2015-05-22,554.52,156.9301422677,427.63,80.54,126.93172389435
2015-05-21,556.81,157.95070758729,431.63,80.48,125.8303848082
2015-05-20,552.51,158.33341958214,423.86,80.55,124.55666221291
2015-05-19,549.28,158.07827825224,421.71,80.63,124.56623907453
2015-05-18,546.67,157.6955662574,425.24,80.88,124.68116141395
2015-05-15,546.49,157.87781006447,426.0,80.42,123.3212470641
2015-05-14,549.2,158.59767310239,432.28,81.37,123.49363057323
2015-05-13,539.49,156.98481540983,426.87,78.44,120.67803325733
2015-05-12,538.73,155.40840647867,431.02,77.46,120.53916876386
2015-05-11,545.78,155.92780132882,432.85,78.01,120.97491596751
2015-05-08,548.95,157.34930302396,433.69,78.51,122.21990797794
2015-05-07,542.04,155.80934285423,426.88,78.425,119.95976863593
2015-05-06,535.08,154.952796961,419.1,78.1,119.22539892811
2015-05-05,543.045,156.51724597613,421.19,77.56,119.97884317379
2015-05-04,552.84,157.32207812842,423.04,78.81,122.74465116429
2015-05-01,551.16,157.05078639169,422.87,78.99,122.98308288761
2015-04-30,548.77,154.89853861365,421.78,78.77,119.35892069317
2015-04-29,561.39,157.71092961773,429.37,80.465,122.68742755069
2015-04-28,564.37,157.27686283897,429.31,80.68,124.51858318578
2015-04-27,566.12,154.39212737176,438.56,81.91,126.51187239272
2015-04-24,573.66,153.53303687212,445.1,81.53,124.25153965566
2015-04-23,557.46,153.94901753511,389.99,82.41,123.66976625076
2015-04-22,549.18,149.53600528433,389.8,84.63,122.66835301283
2015-04-21,542.925,148.54126891633,391.18,83.62,121.03748002533
2015-04-20,544.53,150.25944991561,389.51,83.09,121.69555158169
2015-04-17,532.74,145.29481113349,375.56,80.775,118.97742993586
2015-04-16,543.52,147.51940337466,386.04,82.31,120.33172212431
2015-04-15,541.04,148.42370916375,383.45,82.705,120.9134955292
2015-04-14,539.78,146.76882956971,385.11,83.515,120.45570662043
2015-04-13,548.64,146.84117403284,382.36,83.01,120.98025641173
2015-04-10,548.54,147.2752408116,382.65,82.04,121.21868813505
2015-04-09,548.02,146.80500180128,383.54,82.17,120.70367561268
2015-04-08,548.84,146.36189196462,381.2,82.275,119.78809779514
2015-04-07,544.86,146.56083923822,374.41,82.32,120.17912582138
2015-04-06,543.95,146.53371006455,377.04,82.44,121.45711985837
2015-04-02,541.31,145.09586385989,372.25,81.555,119.52105426502
2015-04-01,549.49,143.94739550774,370.255,81.665,118.50056648922
2015-03-31,554.7,145.14107914934,372.1,82.215,118.67223733001
2015-03-30,561.135,147.10342271168,374.59,83.195,120.52246750296
2015-03-27,557.55,145.05064857044,370.56,83.3,117.54683959595
2015-03-26,563.64,145.22246667036,367.35,83.01,118.49102922029
2015-03-25,567.0,143.96548162352,370.96,82.92,117.67082409207
2015-03-24,577.54,147.40184362208,374.09,85.31,120.82766010881
2015-03-23,565.37,148.8758620583,375.11,84.43,121.32359809331
2015-03-20,564.95,147.29332692738,378.49,83.8,120.07421586312
2015-03-19,563.67,144.51710815487,373.24,82.75,121.59541025789
2015-03-18,566.16,144.51710815487,375.135,80.91,122.52529397883
2015-03-17,557.61,141.93983665596,371.92,79.365,121.16146452145
2015-03-16,561.64,142.04835335065,373.35,78.07,119.16817531451
2015-03-13,553.0,139.51629714119,370.58,78.05,117.87110673966
2015-03-12,561.17,142.86222856083,374.24,78.93,118.69131186788
2015-03-11,555.69,141.7951477297,366.37,77.57,116.58357543374
2015-03-10,559.85,142.70849657669,369.51,77.55,118.74853548147
2015-03-09,574.1,145.3852417124,378.56,79.44,121.25683721078
2015-03-06,572.9,143.33246757116,380.09,80.005,120.74182468841
2015-03-05,581.435,145.75600708593,387.83,81.21,120.56061657869
2015-03-04,578.33,144.16442889712,382.72,80.895,122.59205486136
2015-03-03,578.795,145.62036121756,384.61,79.6,123.37411091385
2015-03-02,575.02,145.12299303356,385.655,79.75,123.11660465266
2015-02-27,562.63,146.44327948564,380.16,78.97,122.5157567099
2015-02-26,559.29,145.47567229131,384.8,80.41,124.38029278625
2015-02-25,547.33,147.23002552215,385.37,79.56,122.83048658468
2015-02-24,538.65,149.05672321612,378.59,78.45,126.05408348395
2015-02-23,535.0,147.32045610106,380.14,78.84,126.84567680536
2015-02-20,541.8,147.98964238499,383.66,79.895,123.50286404444
2015-02-19,546.45,148.20667577437,378.995,79.42,122.50621944097
2015-02-18,542.65,146.66935593291,373.37,76.71,122.75895706769
2015-02-17,545.01,145.55705981233,375.43,75.6,121.91490876714
2015-02-13,551.16,145.05064857044,381.83,75.74,121.19961359718
2015-02-12,546.01,143.35055368694,377.17,76.23,120.60830292335
2015-02-11,538.0,143.06117583443,375.14,76.51,119.10141443198
2015-02-10,540.16,143.38672591851,372.995,75.19,116.37375551722
2015-02-09,529.28,140.84562665116,370.56,74.44,114.18018366269
2015-02-06,533.875,141.72280326658,374.28,74.47,113.42673941701
2015-02-05,529.83,141.80362351936,373.89,75.615,114.39000357921
2015-02-04,526.1,140.95052085111,364.75,75.63,113.58250002434
2015-02-03,533.3,142.30650509222,363.55,75.4,112.71799621853
2015-02-02,532.2,138.88511439113,364.47,74.99,112.69899613489
2015-01-30,537.55,137.67281059941,354.53,75.91,111.30248998705
2015-01-29,513.23,139.62147669425,311.78,78.0,112.95549726408
2015-01-28,512.43,136.09232565612,303.91,76.24,109.54498224997
2015-01-27,521.19,137.99609161053,306.75,75.78,103.68345644577
2015-01-26,536.72,140.4117191659,309.66,77.495,107.4454730073
2015-01-23,541.95,139.97169778964,312.39,77.83,107.33147250543
2015-01-22,537.3,139.54065644147,310.32,77.65,106.78047007976
2015-01-21,520.39,136.57724717281,297.25,76.74,104.07295816047
2015-01-20,509.94,140.94154082302,289.44,76.24,103.28445468924
2015-01-16,510.455,141.11216135667,290.74,75.18,100.69094327183
2015-01-15,504.01,138.80429413835,286.95,74.05,101.47944674306
2015-01-14,505.93,139.90883759303,293.27,76.28,104.31045920603
2015-01-13,501.8,140.8158204298,294.74,76.45,104.70946096255
2015-01-12,497.06,140.48355939059,291.41,76.72,103.78795690581
2015-01-09,500.72,142.88122688978,296.93,77.74,106.4099684487
2015-01-08,506.91,142.26160495179,300.46,78.175,106.29596794683
2015-01-07,505.15,139.23533548652,298.42,76.15,102.36295063251
2015-01-06,506.64,140.15129835138,295.29,76.15,100.94744440102
2015-01-05,519.46,143.24042801325,302.19,77.19,100.9379443592
2015-01-02,529.55,145.5303351754,308.52,78.45,103.86395724039
2014-12-31,530.66,144.07557062533,310.35,78.02,104.8614616317
2014-12-30,535.28,143.72534952994,310.3,79.22,106.89447058162
2014-12-29,537.31,144.13843082194,312.04,80.02,108.21497639488
2014-12-26,541.52,145.78177596183,309.09,80.775,108.29097672946
2014-12-24,536.93,145.31481450131,303.03,80.77,106.4099684487
2014-12-23,538.77,145.69197568096,306.285,80.61,106.91347066526
2014-12-22,532.3,144.97357343401,306.54,81.45,107.29347233815
2014-12-19,520.04,142.34242520457,299.9,79.88,106.19146748679
2014-12-18,514.62,141.59708287336,297.73,78.4,107.01797112531
2014-12-17,506.45,136.43356672342,298.88,76.11,103.93995757497
2014-12-16,498.16,135.96660526291,295.06,74.69,101.40819642939
2014-12-15,515.84,137.44830989724,306.07,76.99,102.81420261905
2014-12-12,521.51,139.53167641339,307.32,77.83,104.24395891327
2014-12-11,532.11,144.6413123948,307.36,77.73,106.03946681764
2014-12-10,528.04,144.13843082194,305.84,76.18,106.35296819776
2014-12-09,536.11,146.36547778747,312.5,76.84,108.41447727315
2014-12-08,530.73,145.35073461366,306.64,76.52,106.78047007976
2014-12-05,528.08,146.61691857391,312.63,76.36,109.25048095349
2014-12-04,542.58,147.31736076468,316.93,75.24,109.71598300277
2014-12-03,536.97,147.73942208476,316.5,74.88,110.13398484294
2014-12-02,538.59,146.07811688869,326.31,75.46,108.89897940607
2014-12-01,539.65,145.06337371488,326.0,75.1,109.31698124624
2014-11-28,549.08,145.62911548435,338.64,77.7,112.98399738955
2014-11-26,547.73,145.43155486644,333.57,77.62,113.0504976823
2014-11-25,549.23,145.26093433279,335.04,75.63,111.72049182722
2014-11-24,547.48,145.61115542818,335.64,74.01,112.69424611398
2014-11-21,545.89,144.5066119735,332.63,73.75,110.64698710133
2014-11-20,543.76,144.25517118707,330.54,73.6,110.49498643217
2014-11-19,547.2,144.96459340593,326.54,73.33,108.93697957336
2014-11-18,544.51,145.37767469792,324.93,74.34,109.69698291912
2014-11-17,546.64,147.41614107363,323.05,74.24,108.29097672946
2014-11-14,555.19,147.41614107363,327.82,74.88,108.47147752408
2014-11-13,556.44,146.18587722574,316.48,74.25,107.17947183628
2014-11-12,558.25,145.40461478218,311.51,74.72,105.68796527022
2014-11-11,561.29,146.64385865817,312.01,74.61,104.2154587878
2014-11-10,558.23,146.81447919182,305.11,75.0,103.38895514929
2014-11-07,551.82,145.53931520348,299.86,75.6,103.55995590208
2014-11-06,551.69,144.99153349019,296.64,75.26,103.2654546056
2014-11-05,555.95,144.33150805476,296.52,74.83,102.97222119965
2014-11-04,564.19,145.07180685395,302.81,75.76,102.72628350433
2014-11-03,563.77,146.59700076555,305.72,73.88,103.48301487453
2014-10-31,567.87,146.63267781611,305.46,74.99,102.15873497669
2014-10-30,560.27,146.5880815029,299.07,74.11,101.19390247968
2014-10-29,558.45,145.79426712787,294.12,75.86,101.53443159627
2014-10-28,558.94,145.91913680484,295.59,80.77,100.96688306863
2014-10-27,549.88,144.37610436797,289.97,80.28,99.425042901847
